Image,Name,employerprofile_ratingcontainer_n4hxe,jobcard_seolink_wdqhz_URL,jobcard_seolink_wdqhz,Location,Salary,Description,Salary1,jobcard_easyapply_eiob,Description2,jobcard_listingage_kuaxz
,Qyral,,"https://www.glassdoor.com/job-listing/email-marketing-specialist-qyral-JV_KO0,26_KE27,32.htm?jl=1009047699268",Email Marketing Specialist,United States,$50K - $60K (Employer est.),"Familiarity with Shopify, Zapier, and Klaviyo (or similar tools). Contract Terms: *This position will begin as a 90-day contract role with the potential to……",(Employer est.),Easy Apply,,1d
https://media.glassdoor.com/sql/235785/municipal-credit-union-squarelogo.png,Municipal Credit Union,2.7,"https://www.glassdoor.com/job-listing/marketing-analytics-email-manager-municipal-credit-union-JV_IC1132348_KO0,33_KE34,56.htm?jl=1009006150649",Marketing Analytics & Email Manager,"New York, NY",$95K - $119K (Employer est.),"Oversees data and analysis for the marketing department, including but not limited to: list generation, data analysis, recommendations based on data analysis,……",(Employer est.),Easy Apply,marketing,27d
https://media.glassdoor.com/sql/464707/ascend-analytics-squarelogo.png,"Ascend Analytics, LLC",3.8,"https://www.glassdoor.com/job-listing/marketing-communication-manager-ascend-analytics-llc-JV_IC1148112_KO0,31_KE32,52.htm?jl=1009049654581",Marketing & Communication Manager,"Boulder, CO",$110K - $170K (Employer est.),Experience supporting and driving marketing activities at a fast-growing company. Demonstrated experience driving process improvement activities independently.…,(Employer est.),,marketing,24h
https://media.glassdoor.com/sql/1497292/swyft-filings-squarelogo-1524471172994.png,Swyft Filings,4.3,"https://www.glassdoor.com/job-listing/email-marketing-manager-swyft-filings-JV_KO0,23_KE24,37.htm?jl=1009027101043",Email Marketing Manager,Remote,$112K - $124K (Employer est.),"Plan, develop, manage, and implement lifecycle marketing programs, campaigns, and activities across the business's online platforms that align with company……",(Employer est.),Easy Apply,marketing,15d
https://media.glassdoor.com/sql/145899/23andme-squareLogo-1658848990114.png,23andMe,3.5,"https://www.glassdoor.com/job-listing/email-marketing-manager-23andme-JV_IC1147442_KO0,23_KE24,31.htm?jl=1008947210386",Email Marketing Manager,"Sunnyvale, CA",$101K - $151K (Employer est.),"Collaborate closely with product, design, engineering, analytics, pharmacy, legal and other key stakeholders to identify opportunities, optimize existing……",(Employer est.),,,30d+
https://media.glassdoor.com/sql/992811/vista-outdoor-squarelogo-1464165430054.png,Vista Outdoor,3.2,"https://www.glassdoor.com/job-listing/brand-marketing-manager-quietkat-vista-outdoor-JV_IC1148219_KO0,32_KE33,46.htm?jl=1008895342680",Brand Marketing Manager - QuietKat,"Eagle, CO",$81K - $126K (Employer est.),Must possess a valid drivers license. Previous experience in the outdoor industry or a related field. Manage organic social media channel strategy.…,(Employer est.),,,30d+
https://media.glassdoor.com/sql/3217/henkel-squareLogo-1645620067576.png,Henkel,4.4,"https://www.glassdoor.com/job-listing/associate-manager-trade-marketing-remote-henkel-JV_IC1146821_KO0,40_KE41,47.htm?jl=1009032483940","Associate Manager, Trade Marketing ‏ (Remote)","Los Angeles, CA",$73K - $105K (Employer est.),"Effectively manage and maintain budget responsibility for in store merchandising, aligned with key stakeholder, while always looking to improve cost.…",(Employer est.),,,12d
https://media.glassdoor.com/sql/2397128/aline-squarelogo-1634907191332.png,Aline,3.1,"https://www.glassdoor.com/job-listing/marketing-marketing-manager-aline-JV_KO0,27_KE28,33.htm?jl=1009049682862",Marketing - Marketing Manager,United States,$80K - $120K (Employer est.),"Bachelor’s degree (or equivalent) in marketing, business, or related field. Help develop creative briefs and guide creative direction to meet objectives for……",(Employer est.),,marketing,24h
https://media.glassdoor.com/sql/1536694/purple-squareLogo-1649106564206.png,Purple Innovation LLC,3.5,"https://www.glassdoor.com/job-listing/marketing-analytics-manager-remote-us-purple-innovation-llc-JV_IC1128238_KO0,37_KE38,59.htm?jl=1009042362696","Marketing Analytics Manager (Remote, U.S.)","Lehi, UT",$60K - $97K (Glassdoor est.),"Bachelor's degree in Business, Marketing, Data Analytics, or a related field. Proven ability to lead and manage a team, foster collaboration, and develop talent……",(Glassdoor est.),Easy Apply,Marketing,6d
https://media.glassdoor.com/sql/89/verizon-squareLogo-1628778296366.png,Verizon,3.8,"https://www.glassdoor.com/job-listing/associate-brand-manager-creative-marketing-verizon-JV_KO0,42_KE43,50.htm?jl=1008979887438",Associate Brand Manager - Creative Marketing,United States,$80K - $161K (Employer est.),"Supporting the Head of Creative and partner with the digital media team to develop communication programs (social, digital advertising) that are consistent with……",(Employer est.),,,30d+
https://media.glassdoor.com/sql/795976/crowdstrike-squarelogo-1450221441612.png,CrowdStrike,4.1,"https://www.glassdoor.com/job-listing/channel-marketing-manager-remote-crowdstrike-JV_KO0,32_KE33,44.htm?jl=1008945134751",Channel Marketing Manager (Remote),United States,$95K - $155K (Employer est.),Build relationships with and work closely with regional field marketing teams and regional alliance managers to develop go-to-market plans that create and……,(Employer est.),,marketing,30d+
https://media.glassdoor.com/sql/690/ameren-squarelogo.png,Ameren,4.1,"https://www.glassdoor.com/job-listing/marketing-strategist-ameren-JV_KO0,20_KE21,27.htm?jl=1009038408698",Marketing Strategist,Remote,,"Bachelor’s Degree from an accredited college or university required, preferably in marketing, advertising or related field. Medical coverage on date of hire.…",,,marketing,8d
https://media.glassdoor.com/sql/766297/clever-squarelogo-1571854281108.png,Clever,4.5,"https://www.glassdoor.com/job-listing/growth-marketing-manager-clever-JV_KO0,24_KE25,31.htm?jl=1008969695479",Growth Marketing Manager,United States,,"Partner with our product and engineering teams to develop and scale a product-led sales motion. Partner with product marketing, brand marketing, and sales to……",,Easy Apply,marketing,30d+
https://media.glassdoor.com/sql/197851/workday-squareLogo-1667929666609.png,Workday,4.2,"https://www.glassdoor.com/job-listing/paid-search-marketing-manager-workday-JV_IC1147390_KO0,29_KE30,37.htm?jl=1009029158327",Paid Search Marketing Manager,"Pleasanton, CA",$86K - $159K (Employer est.),"We know that flexibility can take shape in many ways, so rather than a number of required days in-office each week, we simply spend at least half (50%) of our……",(Employer est.),,,14d
https://media.glassdoor.com/sql/40251/prime-therapeutics-squareLogo-1649694052067.png,Prime Therapeutics,3.4,"https://www.glassdoor.com/job-listing/marketing-manager-prime-therapeutics-JV_KO0,17_KE18,36.htm?jl=1009049571791",Marketing Manager,United States,$84K - $126K (Employer est.),"Plan, develop and implement marketing strategies, product launches and/or campaigns that support Prime’s brand and drive sales of Prime’s products, programs and……",(Employer est.),,marketing,24h
https://media.glassdoor.com/sql/576360/applovin-squareLogo-1622231221262.png,AppLovin,3.5,"https://www.glassdoor.com/job-listing/content-marketing-manager-wurl-applovin-JV_KO0,30_KE31,39.htm?jl=1009024655005","Content Marketing Manager, Wurl",Remote,$103K - $163K (Employer est.),"Partner cross-functionally to develop content strategy and execute on a content calendar that supports the needs of the social media team, sales process and……",(Employer est.),,,16d
https://media.glassdoor.com/sql/1048428/confluent-squareLogo-1634253516650.png,Confluent,3.8,"https://www.glassdoor.com/job-listing/manager-marketing-fpa-confluent-JV_KO0,21_KE22,31.htm?jl=1009047707839","Manager, Marketing FP&A",Texas,$108K - $127K (Employer est.),"Identify and lead initiatives to continuously improve, automate, and scale forecasting and reporting tools, processes, and methodologies.…",(Employer est.),,,1d
https://media.glassdoor.com/sql/3853/columbia-sportswear-squarelogo-1578599318613.png,Columbia Sportswear Company,3.8,"https://www.glassdoor.com/job-listing/marketing-specialist-international-emerging-brands-columbia-sportswear-company-JV_IC1151614_KO0,50_KE51,78.htm?jl=1009047901041","Marketing Specialist- International , Emerging Brands","Portland, OR",$65K - $99K (Glassdoor est.),The ability to make and facilitate early morning and/or evening calls and travel internationally approximately two times per year.…,(Glassdoor est.),,,1d
https://media.glassdoor.com/sql/2937/ralph-lauren-squarelogo-1541088390554.png,Ralph Lauren,3.8,"https://www.glassdoor.com/job-listing/brand-marketing-manager-home-ralph-lauren-JV_IC1132348_KO0,28_KE29,41.htm?jl=1009036044629","Brand Marketing Manager, Home","New York, NY",$85K - $180K (Employer est.),"Partner in developing integrated marketing and data-driven strategies for campaigns, including an end-state vision of how we leverage consumer data and insight……",(Employer est.),,marketing,9d
https://media.glassdoor.com/sql/1889/sonesta-international-hotels-squareLogo-1684159402639.png,Sonesta,3.2,"https://www.glassdoor.com/job-listing/field-marketing-manager-remote-sonesta-JV_IC1154636_KO0,30_KE31,38.htm?jl=1009036067355",Field Marketing Manager - Remote,"Newton, MA",$75K - $85K (Employer est.),"Priorities of the role will vary, but will include leading the execution and assisting in the development of strategies for client and guest promotions, with an……",(Employer est.),,,9d
https://media.glassdoor.com/sql/731515/ordergroove-squareLogo-1658353983738.png,Ordergroove,4.5,"https://www.glassdoor.com/job-listing/demand-generation-marketing-manager-ordergroove-JV_KO0,35_KE36,47.htm?jl=1008386034456",Demand Generation Marketing Manager,Remote,$115K - $125K (Employer est.),"Boasts omnichannel knowledge and experience to assure cross-channel integrated touchpoints, a high-level of confidence with social proof building best practices……",(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/4518/invesco-squareLogo-1692735457006.png,Invesco,3.9,"https://www.glassdoor.com/job-listing/events-manager-na-marketing-invesco-JV_IC1132348_KO0,27_KE28,35.htm?jl=1009038452215","Events Manager, NA Marketing","New York, NY",$120K - $135K (Employer est.),Bachelor’s degree in Marketing/Communications or related field an asset. Our equal opportunity employment efforts comply with all applicable U.S. state and……,(Employer est.),,,8d
https://media.glassdoor.com/sql/1280/comcast-squarelogo-1552675219892.png,Comcast,3.7,"https://www.glassdoor.com/job-listing/marketing-manager-comcast-JV_IC1140171_KO0,17_KE18,25.htm?jl=1009049051022",Marketing Manager,"Houston, TX",$59K - $99K (Glassdoor est.),"This role requires a marketing expert with a creative, data-driven mindset, collaborating closely with cross-functional partners to design and implement……",(Glassdoor est.),,marketing,24h
https://media.glassdoor.com/sql/629348/duolingo-squarelogo-1557766394178.png,Duolingo,4.4,"https://www.glassdoor.com/job-listing/copywriter-ghostwriter-talent-brand-duolingo-JV_KO0,35_KE36,44.htm?jl=1009033095695",Copywriter / Ghostwriter (Talent Brand),Remote,,"In-tune with social conversations related to work, jobs, and labor, even before they hit. Create entertaining, relevant content for Duo the Owl's candidate……",,Easy Apply,,12d
https://media.glassdoor.com/sql/717/walt-disney-company-squarelogo-1574088286127.png,Disney,3.9,"https://www.glassdoor.com/job-listing/marketing-manager-disney-games-disney-JV_IC1146787_KO0,30_KE31,37.htm?jl=1009029276164",Marketing Manager - Disney Games,"Glendale, CA",$112K - $150K (Employer est.),Goal-oriented strategic/creative thinker with a proven track record of taking ownership and driving results. Working knowledge of 3rd party tools used to source……,(Employer est.),,,14d
https://media.glassdoor.com/sql/464707/ascend-analytics-squarelogo.png,Ascend Analytics,3.8,"https://www.glassdoor.com/job-listing/marketing-communication-manager-ascend-analytics-JV_IC1148112_KO0,31_KE32,48.htm?jl=1009049374625",Marketing & Communication Manager,"Boulder, CO",$110K - $170K (Employer est.),Experience supporting and driving marketing activities at a fast-growing company. Demonstrated experience driving process improvement activities independently.…,(Employer est.),Easy Apply,marketing,24h
https://media.glassdoor.com/sql/10474/puma-squareLogo-1656925067533.png,PUMA,4.0,"https://www.glassdoor.com/job-listing/temporary-junior-manager-marketing-puma-JV_IC1154685_KO0,34_KE35,39.htm?jl=1009036097931","TEMPORARY JUNIOR MANAGER, MARKETING","Somerville, MA",$70K - $107K (Glassdoor est.),"Bachelor’s degree in Marketing, Communications, or a related field. Support marketing activation strategies for initiatives within the Athletic Specialty……",(Glassdoor est.),,Marketing,9d
,The PMO Squad,,"https://www.glassdoor.com/job-listing/marketing-manager-growth-strategy-the-pmo-squad-JV_KO0,33_KE34,47.htm?jl=1008892706485",Marketing Manager (Growth / Strategy),United States,$80K - $90K (Employer est.),"Implement and optimize analytics tools to track behavior of website visitors. Compose, develop, evaluate, and conduct training on marketing activities,……",(Employer est.),Easy Apply,marketing,30d+
https://media.glassdoor.com/sql/40802/zillow-squarelogo-1554256839956.png,Zillow,4.0,"https://www.glassdoor.com/job-listing/specialist-web-marketing-b2c-zillow-JV_KO0,28_KE29,35.htm?jl=1009040803470","Specialist, Web Marketing, B2C",Remote,$73K - $117K (Employer est.),"Skilled in spreadsheet software (Excel, Google Sheets) for quantitative analysis and experience in web tracking tools like Google Analytics for optimizing……",(Employer est.),,,7d
https://media.glassdoor.com/sql/3140484/togetherwork-squarelogo-1631702288864.png,Togetherwork,3.7,"https://www.glassdoor.com/job-listing/marketing-manager-togetherwork-JV_KO0,17_KE18,30.htm?jl=1009049205129",Marketing Manager,United States,$55K - $65K (Employer est.),"Analyze marketing performance, contribute to strategy calls, and provide regular reporting to the management team. SAAS marketing: 1 year (Required).…",(Employer est.),Easy Apply,marketing,24h
https://media.glassdoor.com/sql/1802731/betterup-squareLogo-1648216899231.png,BetterUp,3.0,"https://www.glassdoor.com/job-listing/marketing-campaign-manager-betterup-JV_IC1139761_KO0,26_KE27,35.htm?jl=1008964065379",Marketing Campaign Manager,"Austin, TX",$125K - $213K (Employer est.),"Utilize marketing automation, CRM, and other tools to implement and track ABM campaigns, measure performance, and optimize efforts for continuous improvement.…",(Employer est.),Easy Apply,marketing,30d+
,ZOKU,,"https://www.glassdoor.com/job-listing/freelance-advertising-designer-zoku-JV_KO0,30_KE31,35.htm?jl=1009009273199",Freelance Advertising Designer,Remote,$45.00 - $75.00 Per Hour (Employer est.),Proficiency in graphic design tools such as Adobe Creative Suite. Conceptualize and design visually appealing and high-converting ad creatives for Facebook and……,(Employer est.),Easy Apply,,26d
,ZOKU,,"https://www.glassdoor.com/job-listing/facebook-ads-manager-zoku-JV_KO0,20_KE21,25.htm?jl=1009009340290",Facebook Ads Manager,Remote,$50.00 - $80.00 Per Hour (Employer est.),"Your expertise in data-driven decision-making and campaign optimization will contribute to the success of our marketing efforts, driving strong ROAS and……",(Employer est.),Easy Apply,marketing,26d
https://media.glassdoor.com/sql/4198833/geon-performance-solutions-squarelogo-1647503357923.png,GEON Performance Solutions,3.3,"https://www.glassdoor.com/job-listing/strategic-marketing-manager-geon-performance-solutions-JV_KO0,27_KE28,54.htm?jl=1009030514987",Strategic Marketing Manager,United States,,"Provide input to the marketing communications team for the preparation of marketing collateral, website management, social media, trade show, and other demand……",,Easy Apply,marketing,13d
https://media.glassdoor.com/sql/1294234/constructconnect-squarelogo-1491486018721.png,ConstructConnect,4.0,"https://www.glassdoor.com/job-listing/email-marketing-manager-constructconnect-JV_KO0,23_KE24,40.htm?jl=1009043234522",Email Marketing Manager,United States,,"Create and design various CTAs and email templates. This role will be responsible for planning, developing, implementing, and maintaining the company's email……",,,,6d
https://media.glassdoor.com/sql/274665/msi-data-systems-squarelogo-1463139474964.png,MSI Data,3.4,"https://www.glassdoor.com/job-listing/product-marketing-manager-msi-data-JV_IC1133579_KO0,25_KE26,34.htm?jl=1009019154868",Product Marketing Manager,"Milwaukee, WI",$96K - $140K (Glassdoor est.),"FSM sits at the intersection of core IT and OT platforms, drawing on data from CRM and ERP systems to enable field service organizations to effectively service……",(Glassdoor est.),Easy Apply,,20d
,Red Door Consulting,,"https://www.glassdoor.com/job-listing/social-media-manager-red-door-consulting-JV_KO0,20_KE21,40.htm?jl=1009049758567",Social Media Manager,United States,$20.00 - $30.00 Per Hour (Employer est.),Creative design skills a must - proficient in using Canva or other design software for graphic design purposes.…,(Employer est.),Easy Apply,,24h
https://media.glassdoor.com/sql/4280829/nectar-consulting-squarelogo-1640238194236.png,Nectar Consulting,3.5,"https://www.glassdoor.com/job-listing/amazon-brand-manager-nectar-consulting-JV_KO0,20_KE21,38.htm?jl=1009044308225",Amazon Brand Manager,Remote,$70K - $80K (Employer est.),"As an Amazon Brand Manager, you will be responsible for directing clients through the onboarding process, managing their catalog on Amazon, conducting status……",(Employer est.),Easy Apply,Manager,5d
https://media.glassdoor.com/sql/5720879/steel-city-brand-squarelogo-1646306613987.png,Steel City Brand,2.4,"https://www.glassdoor.com/job-listing/brand-marketing-manager-steel-city-brand-JV_KO0,23_KE24,40.htm?jl=1008997682103",Brand Marketing Manager,Remote,,Create entertaining and educational content to be shared on all social platforms. Provide social and marketing strategies for new product launches and……,,Easy Apply,marketing,30d+
https://media.glassdoor.com/sql/5067517/saas-academy-squareLogo-1668622172221.png,SaaS Academy,4.4,"https://www.glassdoor.com/job-listing/affiliate-marketing-manager-saas-academy-JV_KO0,27_KE28,40.htm?jl=1008984140314",Affiliate Marketing Manager,Remote,$150K (Employer est.),"Increase affiliate participation: Through world-class support and engagement, amplify participation and performance among our current affiliates in ongoing……",(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/1186499/thunderfoot-squareLogo-1695460569608.png,Terra,3.7,"https://www.glassdoor.com/job-listing/creative-strategy-manager-terra-JV_KO0,25_KE26,31.htm?jl=1008970449719",Creative Strategy Manager,United States,$85K - $95K (Employer est.),"Craft and execute creative and content strategies and campaigns across paid media, social channels, SEO, owned & earned content, and marketing/nurture emails.…",(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/230070/sugarcrm-squareLogo-1620091919617.png,SugarCRM,3.9,"https://www.glassdoor.com/job-listing/marketing-campaign-manager-manufacturing-1610-sugarcrm-JV_KO0,45_KE46,54.htm?jl=1008972069471",Marketing Campaign Manager (Manufacturing) (1610),United States,$131K - $153K (Employer est.),Social Media Buzz: Work cross-functionally to develop strategies to create excitement around SugarCRM in the manufacturing industry.…,(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/37851/kayak-com-squarelogo-1501243619742.png,KAYAK,4.4,"https://www.glassdoor.com/job-listing/search-marketing-manager-kayak-JV_KO0,24_KE25,30.htm?jl=1009026475665",Search Marketing Manager,Remote,,"Work with cross-functional account teams including engineering, localization, marketing analytics to optimize campaign performance. Day off on your birthday.…",,Easy Apply,marketing,15d
https://media.glassdoor.com/sql/585084/cardo-systems-squarelogo-1531896292097.png,Cardo Systems,4.1,"https://www.glassdoor.com/job-listing/marketing-manager-americas-cardo-systems-JV_KO0,26_KE27,40.htm?jl=1008969072167","Marketing Manager, Americas",Remote,,"Source and manage local contractors for marketing materials such as printing, graphic design, agencies, etc.’. 3-5 years of experience in field marketing.…",,Easy Apply,marketing,30d+
https://media.glassdoor.com/sql/148258/netspend-squarelogo-1484596173013.png,Netspend,3.5,"https://www.glassdoor.com/job-listing/retention-marketing-analyst-netspend-JV_IC1139761_KO0,27_KE28,36.htm?jl=1009033302163",Retention Marketing Analyst,"Austin, TX",$60K - $92K (Glassdoor est.),"Bachelor’s degree relevant to this field; or equivalent combination of knowledge and work experience. Define content strategy, manage content calendar, adapt……",(Glassdoor est.),Easy Apply,,12d
https://media.glassdoor.com/sql/1423824/resilio-squarelogo-1636703299225.png,Resilio Inc.,4.0,"https://www.glassdoor.com/job-listing/director-of-digital-marketing-strategy-resilio-inc-JV_KO0,38_KE39,50.htm?jl=1009019168868",Director of Digital Marketing & Strategy,Remote,$80K - $160K (Employer est.),"The ideal candidate can manage and own the digital channels portfolio strategy and performance of multiple campaigns across a variety of goals, can work with……",(Employer est.),Easy Apply,,20d
https://media.glassdoor.com/sql/1740428/get-beyond-squareLogo-1646427687178.png,Beyond Inc.,2.8,"https://www.glassdoor.com/job-listing/director-loyalty-lifecycle-marketing-beyond-inc-JV_KO0,36_KE37,47.htm?jl=1009049712220","Director, Loyalty & Lifecycle Marketing",United States,$120K - $145K (Employer est.),"Work cross functionally with product, design, engineering, and business stakeholders to deliver a cohesive product experience for the Overstock app, branded……",(Employer est.),,,24h
,Aligned Automation,,"https://www.glassdoor.com/job-listing/marketing-manager-aligned-automation-JV_KO0,17_KE18,36.htm?jl=1009018856458",Marketing Manager,Remote,$85K - $120K (Employer est.),"Bachelor's degree in Marketing, Business, or a related field. Collaborate with subject matter experts to translate technical concepts into easily understandable……",(Employer est.),Easy Apply,Marketing,20d
https://media.glassdoor.com/sql/2085304/scarborough-specialties-squarelogo-1635518158060.png,"Scarborough Specialties, Inc.",,"https://www.glassdoor.com/job-listing/marketing-manager-scarborough-specialties-inc-JV_KO0,17_KE18,45.htm?jl=1009016765167",Marketing Manager,Remote,$50K - $80K (Employer est.),"Extensive experience with social media content and work with Hootsuite or similar tools. Bachelor’s degree in Graphic Design, Marketing, or related field.…",(Employer est.),Easy Apply,Marketing,21d
,Stanford Capital Group,,"https://www.glassdoor.com/job-listing/email-marketing-specialist-stanford-capital-group-JV_KO0,26_KE27,49.htm?jl=1009017024300",Email Marketing Specialist,Remote,$2K - $5K (Employer est.),"We require someone with expertise in domain configuration, email address management, and proficiency with relevant software to ensure our email campaigns are……",(Employer est.),Easy Apply,,21d
https://media.glassdoor.com/sql/3321103/brightline-squarelogo-1592596235704.png,Brightline,3.5,"https://www.glassdoor.com/job-listing/senior-marketing-manager-brightline-JV_KO0,24_KE25,35.htm?jl=1009041281504",Senior Marketing Manager,Remote,,"In this role, you will be responsible for driving the member marketing efforts through our key partners as well as a segment of our enterprise accounts,……",,Easy Apply,marketing,7d
https://media.glassdoor.com/sql/2062/hca-healthcare-squarelogo-1551127289039.png,HCA Healthcare,3.3,"https://www.glassdoor.com/job-listing/manager-marketing-analytics-hca-healthcare-JV_IC1144541_KO0,27_KE28,42.htm?jl=1009050270016",Manager Marketing Analytics,"Nashville, TN",$82K - $114K (Glassdoor est.),"Manage and develop a team of analysts focused on delivering valuable insights to corporate leadership and field stakeholders. Home, Auto, and Pet Insurance.…",(Glassdoor est.),Easy Apply,,24h
https://media.glassdoor.com/sql/3665982/tomocredit-squareLogo-1622153350677.png,Tomo Credit,2.9,"https://www.glassdoor.com/job-listing/email-marketing-manager-tomo-credit-JV_IC1147401_KO0,23_KE24,35.htm?jl=1009027736140",Email Marketing Manager,"San Francisco, CA",$77K - $115K (Glassdoor est.),"Lead technical Lifecycle marketing discussions and project scoping with XFN stakeholders such as engineering and product. Working knowledge of HTML, CSS.…",(Glassdoor est.),Easy Apply,marketing,15d
https://media.glassdoor.com/sql/832/hancock-and-whitney-bank-squarelogo-1525193706745.png,Hancock Whitney,3.8,"https://www.glassdoor.com/job-listing/manager-marketing-insight-hancock-whitney-JV_IC1150035_KO0,25_KE26,41.htm?jl=1009049754573","Manager, Marketing Insight","New Orleans, LA",$70K - $102K (Glassdoor est.),"All qualified applicants will receive consideration for employment without regard to race, color, religious beliefs, national origin, ancestry, citizenship, sex……",(Glassdoor est.),,,24h
https://media.glassdoor.com/sql/1696955/groundtruth-squareLogo-1643068270519.png,GroundTruth Careers,3.1,"https://www.glassdoor.com/job-listing/email-marketing-manager-groundtruth-careers-JV_KO0,23_KE24,43.htm?jl=1009006110805",Email Marketing Manager,Remote,$90K - $100K (Employer est.),"A degree in communications, marketing or related field and 3-5 years experience of deep understanding of email marketing experience, including developing email……",(Employer est.),Easy Apply,marketing,27d
https://media.glassdoor.com/sql/1151627/oncology-analytics-squareLogo-1633354636688.png,OncoHealth,4.1,"https://www.glassdoor.com/job-listing/marketing-manager-oncohealth-JV_KO0,17_KE18,28.htm?jl=1009040649129",Marketing Manager,United States,$100K - $115K (Employer est.),"Familiarity with Canva, Adobe Creative Suite or other design tools. Bachelor’s degree in Marketing, Business, Communications, English, or relevant field is……",(Employer est.),Easy Apply,Marketing,7d
https://media.glassdoor.com/sql/22281/neogenomics-squareLogo-1616504035509.png,NeoGenomics Laboratories,3.3,"https://www.glassdoor.com/job-listing/marketing-manager-strategic-marketing-neogenomics-laboratories-JV_KO0,37_KE38,62.htm?jl=1009042121774","Marketing Manager, Strategic Marketing",Remote,,"Responsible to develop annual marketing plans, online resources, sales brochures, product technical sheets, test reports, product presentations, social……",,Easy Apply,marketing,6d
,SilverOnyx,,"https://www.glassdoor.com/job-listing/senior-digital-marketing-manager-silveronyx-JV_IC1157862_KO0,32_KE33,43.htm?jl=1009049558179",Senior Digital Marketing Manager,"Bluffdale, UT",,"We’ve got great benefits that include healthcare coverage, 401K contribution matching and profit sharing, a flexible schedule, and 19 days of paid time-off each……",,Easy Apply,,24h
https://media.glassdoor.com/sql/154220/penn-foster-inc-squareLogo-1644859076948.png,Penn Foster Group,3.1,"https://www.glassdoor.com/job-listing/marketing-content-specialist-penn-foster-group-JV_KO0,28_KE29,46.htm?jl=1009049128989",Marketing Content Specialist,United States,,"We do not discriminate based on race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation……",,Easy Apply,,24h
https://media.glassdoor.com/sql/3256851/applied-adhesives-squarelogo-1636630834839.png,Applied Adhesives,3.9,"https://www.glassdoor.com/job-listing/ecommerce-marketing-manager-applied-adhesives-JV_KO0,27_KE28,45.htm?jl=1009044331594",Ecommerce Marketing Manager,United States,,"Product Content Management: Collaborate cross-departmentally with product experts to develop product content, ensuring that content addresses customer needs and……",,Easy Apply,,5d
https://media.glassdoor.com/sql/144/charles-schwab-squarelogo-1373548040274.png,Charles Schwab,3.7,"https://www.glassdoor.com/job-listing/marketing-communications-manager-charles-schwab-JV_IC1139761_KO0,32_KE33,47.htm?jl=1009047531433",Marketing Communications Manager,"Austin, TX",$89K - $161K (Employer est.),"The Marketing Communications Manager, Workplace Participant Marketing, is a solutions-oriented role responsible for developing content and consulting with……",(Employer est.),,Marketing,1d
https://media.glassdoor.com/sql/9666/internap-corporation-squarelogo-1541689111113.png,Internap Holding LLC,2.7,"https://www.glassdoor.com/job-listing/marketing-manager-internap-holding-llc-JV_KO0,17_KE18,38.htm?jl=1009049293035",Marketing Manager,United States,,Create and own the annual marketing calendar including working with the Head of Product and Marketing to optimize the marketing budget.…,,Easy Apply,marketing,24h
https://media.glassdoor.com/sql/6578769/eppo-squarelogo-1653911831089.png,Eppo,5.0,"https://www.glassdoor.com/job-listing/product-marketing-manager-eppo-JV_KO0,25_KE26,30.htm?jl=1009000468522",Product Marketing Manager,Remote,$158K - $185K (Employer est.),"Strong written and verbal communication, and ability to speak to both technical and non-technical personas. Collaborate with PDE and other marketers to produce……",(Employer est.),Easy Apply,,30d
https://media.glassdoor.com/sql/12777/warnermedia-squareLogo-1674847123342.png,Warner Bros Careers,3.6,"https://www.glassdoor.com/job-listing/manager-partner-marketing-warner-bros-careers-JV_IC1146756_KO0,25_KE26,45.htm?jl=1009017293923","Manager, Partner Marketing","Burbank, CA",$96K - $177K (Employer est.),"Computer, printer, telephone, photocopy machine, fax machine and etc. Ability to masterfully create and develop proposals and presentations.…",(Employer est.),,,21d
https://media.glassdoor.com/sql/3335/dla-piper-squarelogo-1548778087319.png,DLA Piper,3.8,"https://www.glassdoor.com/job-listing/marketing-manager-intellectual-property-technology-dla-piper-JV_IC1146821_KO0,50_KE51,60.htm?jl=1009049170597",Marketing Manager - Intellectual Property & Technology,"Los Angeles, CA",$160K - $180K (Employer est.),"BA/BS degree in marketing communications, business or related field. You will develop strategies for practice group growth and expansion of new and existing……",(Employer est.),,marketing,24h
https://media.glassdoor.com/sql/717827/jb-software-and-consulting-squarelogo-1448428185350.png,JB Software & Consulting,4.0,"https://www.glassdoor.com/job-listing/project-manager-marketing-jb-software-consulting-JV_IC1139977_KO0,25_KE26,48.htm?jl=1009014350053",Project Manager (Marketing),"Dallas, TX",$48.00 - $55.00 Per Hour (Employer est.),"Social media marketing: 4 years (Required). A highly energetic professional with social media marketing experience who has a passion for Diversity, Equity and……",(Employer est.),Easy Apply,marketing,22d
,Quinn Company,,"https://www.glassdoor.com/job-listing/director-of-marketing-quinn-company-JV_IC3787460_KO0,21_KE22,35.htm?jl=1009049577042",Director of Marketing,"Industry, CA",$156K - $200K (Employer est.),Quinn Company is seeking talented individuals to join our team! We are hiring a Director of Marketing in City of Industry. *Apply TODAY to this link for……,(Employer est.),Easy Apply,,24h
